~
92510,1000.00,1.78
92520,1000.00,1.78
92530,1000.00,1.78
92540,1000.00,1.78
92550,1000.00,1.78
92560,1000.00,1.78
92570,1000.00,1.78
92580,1000.00,1.78
92590,1000.00,1.78
92600,1000.00,1.78
92610,1000.00,1.78
92620,1000.00,1.78
92630,1000.00,1.78
92640,1000.00,1.78
92650,1000.00,1.78
92660,1000.00,1.78
92670,1000.00,1.78
92680,1000.00,1.78
92690,1000.00,1.78
92700,1000.00,1.78
92710,1000.00,1.78
92720,1000.00,1.78
92730,1000.00,1.78
92740,1000.00,1.78
92750,1000.00,1.78
92760,1000.00,1.78
92770,1000.00,1.78
92780,1000.00,1.78
92790,1000.00,1.78
92800,1000.00,1.78
92810,1000.00,1.78
92820,1000.00,1.78
92830,1000.00,1.78
92840,1000.00,1.78
92850,1000.00,1.78
92860,1000.00,1.78
92870,1000.00,1.78
92880,1000.00,1.78
92890,1000.00,1.78
92900,1000.00,1.78
92910,1000.00,1.78
92920,1000.00,1.78
92930,1000.00,1.78
92940,1000.00,1.78
92950,1000.00,1.78
92960,1000.00,1.78
92970,1000.00,1.78
92980,1000.00,1.78
92990,1000.00,1.78
93000,1000.00,1.78
93010,1000.00,1.78
93020,1000.00,1.78
93030,1000.00,1.78
93040,1000.00,1.78
93050,1000.00,1.78
93060,1000.00,1.78
93070,1000.00,1.78
93080,1000.00,1.78
93090,1000.00,1.78
93100,1000.00,1.78
93110,1000.00,1.78
93120,1000.00,1.78
93130,1000.00,1.78
93140,1000.00,1.78
93150,1000.00,1.78
93160,1000.00,1.78
93170,1000.00,1.78
93180,1000.00,1.78
93190,1000.00,1.78
93200,1000.00,1.78
93210,1000.00,1.78
93220,1000.00,1.78
93230,1000.00,1.78
93240,1000.00,1.78
93250,1000.00,1.78
93260,1000.00,1.78
93270,1000.00,1.78
93280,1000.00,1.78
93290,1000.00,1.78
93300,1000.00,1.78
93310,1000.00,1.78
93320,1000.00,1.78
93330,1000.00,1.78
93340,1000.00,1.78
93350,1000.00,1.78
93360,1000.00,1.78
93370,1000.00,1.78
93380,1000.00,1.78
93390,1000.00,1.78
93400,1000.00,1.78
93410,1000.00,1.78
93420,1000.00,1.78
93430,1000.00,1.78
93440,1000.00,1.78
93450,1000.00,1.78
93460,1000.00,1.78
93470,1000.00,1.78
93480,1000.00,1.78
93490,1000.00,1.78
93500,1000.00,1.78
93510,1000.00,1.78
93520,1000.00,1.78
93530,1000.00,1.78
93540,1000.00,1.78
93550,1000.00,1.78
93560,1000.00,1.78
93570,1000.00,1.78
93580,1000.00,1.78
93590,1000.00,1.78
93600,1000.00,1.78
93610,1000.00,1.78
93620,1000.00,1.78
93630,1000.00,1.78
93640,1000.00,1.78
93650,1000.00,1.78
93660,1000.00,1.78
93670,1000.00,1.78
93680,1000.00,1.78
93690,1000.00,1.78
93700,1000.00,1.78
93710,1000.00,1.78
93720,1000.00,1.78
93730,1000.00,1.78
93740,1000.00,1.78
93750,1000.00,1.78
93760,1000.00,1.78
93770,1000.00,1.78
93780,1000.00,1.78
93790,1000.00,1.78
93800,1000.00,1.78
93810,1000.00,1.78
93820,1000.00,1.78
93830,1000.00,1.78
93840,1000.00,1.78
93850,1000.00,1.78
93860,1000.00,1.78
93870,1000.00,1.78
93880,1000.00,1.78
93890,1000.00,1.78
93900,1000.00,1.78
93910,1000.00,1.78
93920,1000.00,1.78
93930,1000.00,1.78
93940,1000.00,1.78
93950,1000.00,1.78
93960,1000.00,1.78
93970,1000.00,1.78
93980,1000.00,1.78
93990,1000.00,1.78
94000,1000.00,1.78
94010,1000.00,1.78
94020,1000.00,1.78
94030,1000.00,1.78
94040,1000.00,1.78
94050,1000.00,1.78
94060,1000.00,1.78
94070,1000.00,1.78
94080,1000.00,1.78
94090,1000.00,1.78
94100,1000.00,1.78
94110,1000.00,1.78
94120,1000.00,1.78
94130,1000.00,1.78
94140,1000.00,1.78
94150,1000.00,1.78
94160,1000.00,1.78
94170,1000.00,1.78
94180,1000.00,1.78
94190,1000.00,1.78
94200,1000.00,1.78
94210,1000.00,1.78
94220,1000.00,1.78
94230,1000.00,1.78
94240,1000.00,1.78
94250,1000.00,1.78
94260,1000.00,1.78
94270,1000.00,1.78
94280,1000.00,1.78
94290,1000.00,1.78
94300,1000.00,1.78
94310,1000.00,1.78
94320,1000.00,1.78
94330,1000.00,1.78
94340,1000.00,1.78
94350,1000.00,1.78
94360,1000.00,1.78
94370,1000.00,1.78
94380,1000.00,1.78
94390,1000.00,1.78
94400,1000.00,1.78
94410,1000.00,1.78
94420,1000.00,1.78
94430,1000.00,1.78
94440,1000.00,1.78
