Format Version,1.23,Take Name,MS024MPT008,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2022-04-29 05.34.25.593 PM,Total Frames in Take,45179,Total Exported Frames,45179,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,ConcordeS,ConcordeS,ConcordeS,ConcordeS,ConcordeS,ConcordeS
,ID,"D4794718C63111ECB7ECD18E5C9C329F","D4794718C63111ECB7ECD18E5C9C329F","D4794718C63111ECB7ECD18E5C9C329F","D4794718C63111ECB7ECD18E5C9C329F","D4794718C63111ECB7ECD18E5C9C329F","D4794718C63111ECB7ECD18E5C9C329F"
,,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z
0,0.000000,-0.518840,-1.902330,-12.802988,-0.141647,0.242460,-0.003301
1,0.008333,-0.522519,-1.898723,-12.792931,-0.141657,0.242447,-0.003294
2,0.016667,-0.515938,-1.882832,-12.801014,-0.141622,0.242450,-0.003276
3,0.025000,-0.516127,-1.879318,-12.790832,-0.141623,0.242447,-0.003278
4,0.033333,-0.519291,-1.895543,-12.802146,-0.141658,0.242464,-0.003307
5,0.041667,-0.514477,-1.896917,-12.799409,-0.141633,0.242465,-0.003315
6,0.050000,-0.516351,-1.880776,-12.798197,-0.141621,0.242453,-0.003269
7,0.058333,-0.515477,-1.897208,-12.802406,-0.141637,0.242451,-0.003302
8,0.066667,-0.514826,-1.901048,-12.798343,-0.141648,0.242450,-0.003316
9,0.075000,-0.519068,-1.897324,-12.800107,-0.141643,0.242448,-0.003309
10,0.083333,-0.526759,-1.898496,-12.792575,-0.141655,0.242445,-0.003313
11,0.091667,-0.516248,-1.899487,-12.799093,-0.141636,0.242441,-0.003302
12,0.100000,-0.519572,-1.898652,-12.807902,-0.141638,0.242459,-0.003307
13,0.108333,-0.517962,-1.902824,-12.803819,-0.141644,0.242447,-0.003308
14,0.116667,-0.512413,-1.878181,-12.794708,-0.141612,0.242448,-0.003277
15,0.125000,-0.517644,-1.898186,-12.799109,-0.141650,0.242453,-0.003306
